time_of_day,steps,temperature,wind_speed,genre/mood,music
Evening,2868,38.1,15.3,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,3179,11.2,24.6,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,18038,33.9,19.0,Jazz,Channa Mereya - Arijit Singh
Evening,15579,13.1,23.9,Rock,Blinding Lights - The Weeknd
Evening,12825,7.4,8.5,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,6200,36.3,2.7,Rock,Shape of You - Ed Sheeran
Night,17237,4.3,10.5,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,4148,24.9,11.8,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Night,5274,33.6,18.7,Rock,Aadat - Jal Band
Night,12786,32.2,8.3,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,11352,25.7,14.0,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,4676,35.2,23.0,Classical,Levitating - Dua Lipa
Night,17874,33.2,25.4,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,8860,23.6,14.0,Jazz,Drivers License - Olivia Rodrigo
Afternoon,7193,32.9,1.7,Pop,Apna Bana Le - Arijit Singh
Evening,9651,0.1,27.5,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,9383,27.8,12.3,Chill,Drivers License - Olivia Rodrigo
Afternoon,9432,31.2,15.0,Classical,Tum Hi Ho - Arijit Singh
Night,10106,29.6,1.4,Jazz,Kesariya - Arijit Singh
Afternoon,10443,22.8,17.5,Classical,Aadat - Jal Band
Night,14029,32.4,26.3,Chill,Channa Mereya - Arijit Singh
Evening,10336,24.2,25.7,Jazz,Someone Like You - Adele
Night,10520,5.3,16.7,Classical,Blinding Lights - The Weeknd
Morning,3968,38.9,18.6,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,1514,32.1,1.4,Chill,Shape of You - Ed Sheeran
Evening,8811,38.5,23.1,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,18624,32.0,4.4,Classical,Levitating - Dua Lipa
Morning,18684,20.7,0.3,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,2791,25.3,27.5,Hip-Hop,Drivers License - Olivia Rodrigo
Evening,5693,32.2,20.9,Pop,Someone Like You - Adele
Night,2078,2.4,17.8,Hip-Hop,Aadat - Jal Band
Evening,14042,24.9,10.4,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,17417,27.4,7.9,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,14400,36.5,7.7,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,4955,15.0,11.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,10428,30.2,12.6,Chill,Shape of You - Ed Sheeran
Morning,12458,1.4,15.4,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,1461,34.9,23.1,Chill,Tajdar-e-Haram - Atif Aslam
Night,5273,12.2,6.3,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,7106,16.7,22.9,Rock,Kesariya - Arijit Singh
Evening,6772,0.5,2.2,Classical,Someone Like You - Adele
Night,3883,22.8,2.1,Classical,Aadat - Jal Band
Morning,6240,12.4,28.4,Chill,Aadat - Jal Band
Afternoon,13747,3.7,7.2,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,6472,39.4,29.3,Jazz,Shape of You - Ed Sheeran
Night,3569,35.9,25.2,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,3913,27.9,22.5,Jazz,Levitating - Dua Lipa
Morning,15797,0.4,20.7,Hip-Hop,Levitating - Dua Lipa
Afternoon,4110,25.1,0.3,Jazz,Levitating - Dua Lipa
Evening,10379,28.8,29.9,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,8327,12.6,26.4,Hip-Hop,Levitating - Dua Lipa
Afternoon,6842,37.8,18.1,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Morning,10370,18.8,26.0,Jazz,Blinding Lights - The Weeknd
Evening,16075,32.2,28.1,Jazz,Aadat - Jal Band
Morning,17226,32.9,26.9,Jazz,Blinding Lights - The Weeknd
Morning,5697,16.6,28.3,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,15560,33.2,8.7,Rock,Shape of You - Ed Sheeran
Night,4957,9.5,11.3,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,5480,20.8,21.1,Jazz,Shape of You - Ed Sheeran
Night,9827,1.8,18.6,Pop,Channa Mereya - Arijit Singh
Evening,3613,8.9,13.4,Classical,Channa Mereya - Arijit Singh
Morning,9987,15.5,26.5,Rock,Someone Like You - Adele
Afternoon,13446,32.3,7.2,Chill,Drivers License - Olivia Rodrigo
Night,19880,5.1,7.1,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,3851,15.3,11.8,Hip-Hop,Channa Mereya - Arijit Singh
Night,5961,25.6,15.1,Rock,Kesariya - Arijit Singh
Afternoon,15884,20.5,17.8,Chill,Blinding Lights - The Weeknd
Evening,6059,21.7,26.7,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,13088,37.9,8.9,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,5329,28.2,13.8,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,5353,20.3,13.7,Classical,Levitating - Dua Lipa
Morning,1694,32.6,2.2,Rock,Blinding Lights - The Weeknd
Morning,3763,1.0,18.1,Jazz,Blinding Lights - The Weeknd
Morning,11586,17.1,4.1,Classical,Channa Mereya - Arijit Singh
Morning,17408,9.2,11.6,Pop,Kesariya - Arijit Singh
Afternoon,11994,23.9,16.6,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,6558,31.5,18.0,Hip-Hop,Someone Like You - Adele
Night,14782,18.4,17.5,Rock,Drivers License - Olivia Rodrigo
Night,9197,39.2,16.2,Jazz,Blinding Lights - The Weeknd
Afternoon,13756,32.4,11.2,Hip-Hop,Channa Mereya - Arijit Singh
Evening,12380,6.2,22.3,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,8562,19.7,9.1,Hip-Hop,Drivers License - Olivia Rodrigo
Night,18969,33.4,17.5,Hip-Hop,Aadat - Jal Band
Evening,12698,36.6,14.3,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,12935,8.8,18.5,Pop,Someone Like You - Adele
Afternoon,15785,21.5,18.2,Chill,Aadat - Jal Band
Evening,19434,39.5,29.2,Pop,Tum Hi Ho - Arijit Singh
Night,13701,14.0,8.7,Hip-Hop,Levitating - Dua Lipa
Afternoon,18488,20.2,9.7,Pop,Blinding Lights - The Weeknd
Afternoon,13894,1.8,20.0,Pop,Someone Like You - Adele
Morning,5044,14.6,2.1,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,19601,20.8,26.9,Chill,Tajdar-e-Haram - Atif Aslam
Afternoon,19977,37.1,9.9,Hip-Hop,Blinding Lights - The Weeknd
Evening,7281,10.8,13.7,Chill,Levitating - Dua Lipa
Morning,18308,16.0,20.2,Pop,Levitating - Dua Lipa
Afternoon,2709,24.6,11.9,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,5548,3.7,20.3,Classical,Kesariya - Arijit Singh
Night,8290,17.9,8.1,Jazz,Blinding Lights - The Weeknd
Morning,13360,0.5,23.8,Jazz,Drivers License - Olivia Rodrigo
Evening,17259,10.8,5.4,Pop,Levitating - Dua Lipa
Morning,11804,20.3,9.6,Chill,Aadat - Jal Band
Night,9291,26.6,17.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,14328,22.9,0.2,Jazz,Tum Hi Ho - Arijit Singh
Evening,1860,10.2,6.0,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,9904,17.4,20.9,Classical,Levitating - Dua Lipa
Afternoon,18642,36.1,28.3,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,14163,23.7,27.1,Pop,Channa Mereya - Arijit Singh
Morning,18328,37.3,3.5,Pop,Apna Bana Le - Arijit Singh
Afternoon,4011,11.6,27.9,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Night,14608,39.5,11.8,Jazz,Channa Mereya - Arijit Singh
Evening,11780,12.4,5.7,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,12132,19.2,3.3,Classical,Levitating - Dua Lipa
Night,14341,39.1,12.6,Pop,Tum Hi Ho - Arijit Singh
Night,18751,4.3,29.2,Pop,Aadat - Jal Band
Afternoon,10090,18.0,0.5,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Night,16109,33.9,20.8,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,3822,16.6,2.1,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6437,29.0,14.9,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,9415,39.5,14.9,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,16171,21.3,9.2,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,7579,36.8,6.8,Jazz,Kesariya - Arijit Singh
Night,10472,1.0,8.7,Pop,Apna Bana Le - Arijit Singh
Evening,3377,1.3,11.8,Hip-Hop,Apna Bana Le - Arijit Singh
Night,6757,37.8,18.4,Rock,Levitating - Dua Lipa
Night,11784,28.0,25.7,Rock,Channa Mereya - Arijit Singh
Evening,14847,3.4,18.2,Rock,Aadat - Jal Band
Evening,16293,5.3,5.0,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,9912,9.0,28.6,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,15235,30.7,12.1,Classical,Someone Like You - Adele
Night,10877,24.9,7.7,Chill,Levitating - Dua Lipa
Night,4361,1.7,18.4,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,11145,10.5,9.6,Chill,Apna Bana Le - Arijit Singh
Night,4215,1.9,16.7,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Evening,16327,15.0,15.4,Rock,Channa Mereya - Arijit Singh
Morning,16422,29.3,30.0,Chill,Drivers License - Olivia Rodrigo
Night,4017,18.7,4.4,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,5892,30.0,13.1,Rock,Kesariya - Arijit Singh
Night,2044,10.4,29.3,Classical,Tum Hi Ho - Arijit Singh
Night,3027,21.8,25.0,Classical,Blinding Lights - The Weeknd
Morning,5769,1.2,16.5,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,1355,17.8,20.5,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,10986,34.2,21.1,Jazz,Channa Mereya - Arijit Singh
Evening,11936,22.4,1.7,Pop,Kesariya - Arijit Singh
Afternoon,9536,0.4,10.1,Rock,Tum Hi Ho - Arijit Singh
Morning,14034,33.9,2.2,Classical,Drivers License - Olivia Rodrigo
Morning,7516,13.9,2.4,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,10286,39.4,14.2,Rock,Apna Bana Le - Arijit Singh
Afternoon,11076,39.4,1.7,Jazz,Blinding Lights - The Weeknd
Morning,12515,35.2,6.7,Jazz,Shape of You - Ed Sheeran
Afternoon,5678,24.6,0.3,Rock,Blinding Lights - The Weeknd
Morning,17215,35.8,8.4,Chill,Drivers License - Olivia Rodrigo
Evening,18859,6.4,27.9,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,1893,1.7,9.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10658,21.4,8.9,Jazz,Tajdar-e-Haram - Atif Aslam
Night,1347,37.8,21.5,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,4305,34.1,3.4,Jazz,Someone Like You - Adele
Afternoon,8935,0.6,0.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,4877,39.0,6.2,Jazz,Apna Bana Le - Arijit Singh
Afternoon,17698,33.1,29.8,Rock,Shape of You - Ed Sheeran
Night,6616,25.9,17.9,Hip-Hop,Blinding Lights - The Weeknd
Morning,12646,16.7,4.5,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,17590,3.6,10.8,Chill,Aadat - Jal Band
Afternoon,8410,16.5,28.5,Chill,Apna Bana Le - Arijit Singh
Night,7209,11.1,7.5,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Morning,3651,24.8,5.7,Pop,Shape of You - Ed Sheeran
Morning,9696,24.8,29.0,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,16643,1.1,21.5,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,15724,11.4,10.0,Jazz,Blinding Lights - The Weeknd
Morning,14713,11.4,10.9,Jazz,Shape of You - Ed Sheeran
Night,1638,9.7,19.7,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,15202,7.2,2.8,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18585,7.1,15.5,Jazz,Shape of You - Ed Sheeran
Night,1134,17.9,21.5,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,2277,4.0,12.4,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,11853,4.1,19.4,Rock,Shape of You - Ed Sheeran
Evening,5429,34.3,21.3,Classical,Apna Bana Le - Arijit Singh
Night,16345,2.4,9.5,Classical,Aadat - Jal Band
Morning,5448,18.4,29.3,Jazz,Channa Mereya - Arijit Singh
Evening,6700,17.1,26.1,Classical,Shape of You - Ed Sheeran
Night,7269,33.1,19.3,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,8214,5.8,10.3,Jazz,Aadat - Jal Band
Afternoon,18590,20.4,6.9,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Evening,16606,36.5,11.7,Hip-Hop,Drivers License - Olivia Rodrigo
Night,18706,0.3,3.6,Classical,Tum Hi Ho - Arijit Singh
Night,8686,11.6,25.1,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,3509,30.3,19.7,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,7455,1.3,19.2,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,18259,8.6,0.6,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Evening,9539,32.6,7.3,Rock,Blinding Lights - The Weeknd
Afternoon,11967,31.6,6.5,Hip-Hop,Shape of You - Ed Sheeran
Night,7653,37.6,27.8,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,18555,26.4,14.2,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,6190,39.9,23.1,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,8095,26.0,2.0,Chill,Tajdar-e-Haram - Atif Aslam
Evening,19514,34.9,18.2,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,6642,20.8,12.6,Rock,Tum Hi Ho - Arijit Singh
Evening,16373,38.6,0.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,8221,4.6,26.9,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,19950,21.9,4.1,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,18512,25.1,26.0,Jazz,Tum Hi Ho - Arijit Singh
Night,14990,5.6,0.9,Pop,Shape of You - Ed Sheeran
Morning,9476,33.2,2.1,Classical,Shape of You - Ed Sheeran
Morning,6935,3.8,24.6,Rock,Shape of You - Ed Sheeran
Afternoon,15992,11.6,9.6,Classical,Shape of You - Ed Sheeran
Morning,7554,38.2,25.8,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,11640,24.1,19.1,Hip-Hop,Levitating - Dua Lipa
Evening,18974,6.7,26.7,Jazz,Blinding Lights - The Weeknd
Evening,16744,27.9,1.1,Hip-Hop,Aadat - Jal Band
Evening,17607,1.4,4.3,Pop,Levitating - Dua Lipa
Evening,16359,3.2,21.4,Hip-Hop,Someone Like You - Adele
Afternoon,15885,11.9,16.4,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,11333,18.2,27.9,Hip-Hop,Blinding Lights - The Weeknd
Evening,18238,29.1,12.9,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,17953,14.4,27.6,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,14747,37.3,25.7,Pop,Channa Mereya - Arijit Singh
Afternoon,3180,13.8,3.1,Chill,Levitating - Dua Lipa
Morning,15239,18.5,22.6,Pop,Blinding Lights - The Weeknd
Morning,8031,37.8,23.1,Rock,Aadat - Jal Band
Afternoon,17008,4.4,28.5,Classical,Channa Mereya - Arijit Singh
Evening,11283,18.3,25.7,Rock,Apna Bana Le - Arijit Singh
Morning,1951,12.6,0.2,Hip-Hop,Apna Bana Le - Arijit Singh
Night,18130,10.9,29.8,Jazz,Apna Bana Le - Arijit Singh
Morning,10731,20.9,21.6,Chill,Levitating - Dua Lipa
Morning,5220,37.3,7.0,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,12719,34.8,2.5,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,3000,5.0,24.8,Rock,Aadat - Jal Band
Afternoon,13765,30.9,0.9,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,8558,20.4,3.1,Rock,Drivers License - Olivia Rodrigo
Night,1402,7.2,24.2,Hip-Hop,Kesariya - Arijit Singh
Morning,13494,3.3,20.6,Chill,Someone Like You - Adele
Night,19098,18.7,10.4,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,1765,38.1,9.6,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4396,10.4,25.1,Pop,Kesariya - Arijit Singh
Afternoon,5003,28.3,2.1,Hip-Hop,Shape of You - Ed Sheeran
Evening,12843,16.2,26.4,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,9748,12.5,4.8,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,2535,34.1,19.5,Rock,Apna Bana Le - Arijit Singh
Evening,19101,14.5,20.8,Jazz,Drivers License - Olivia Rodrigo
Afternoon,14574,2.0,12.2,Jazz,Apna Bana Le - Arijit Singh
Night,4451,13.2,13.6,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,2143,35.0,3.3,Chill,Kesariya - Arijit Singh
Morning,4400,10.3,9.8,Classical,Drivers License - Olivia Rodrigo
Afternoon,16912,20.7,5.8,Rock,Blinding Lights - The Weeknd
Night,14601,25.8,19.4,Pop,Kesariya - Arijit Singh
Afternoon,10741,8.3,6.5,Rock,Tum Hi Ho - Arijit Singh
Night,1533,16.3,12.9,Jazz,Levitating - Dua Lipa
Afternoon,18868,11.6,26.2,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Night,6284,5.1,22.3,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,1377,5.6,14.6,Jazz,Drivers License - Olivia Rodrigo
Afternoon,3230,10.7,25.2,Classical,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,9549,8.8,6.4,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,12771,27.1,0.2,Chill,Drivers License - Olivia Rodrigo
Night,11284,8.6,11.9,Classical,Tajdar-e-Haram - Atif Aslam
Night,4353,36.5,2.2,Pop,Tajdar-e-Haram - Atif Aslam
Morning,8562,2.7,28.2,Chill,Someone Like You - Adele
Morning,19639,15.0,27.2,Hip-Hop,Blinding Lights - The Weeknd
Morning,10113,29.8,0.3,Pop,Tum Hi Ho - Arijit Singh
Afternoon,15644,39.5,7.8,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,11789,18.2,16.0,Chill,Someone Like You - Adele
Evening,9848,12.1,24.7,Classical,Channa Mereya - Arijit Singh
Afternoon,14700,37.8,19.4,Jazz,Kesariya - Arijit Singh
Morning,13209,20.9,22.4,Jazz,Tum Hi Ho - Arijit Singh
Night,4779,26.3,4.7,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,10653,11.7,19.7,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,4758,31.7,16.8,Pop,Tum Hi Ho - Arijit Singh
Night,3421,28.6,19.6,Jazz,Tum Hi Ho - Arijit Singh
Evening,11761,39.8,6.0,Chill,Tajdar-e-Haram - Atif Aslam
Evening,3093,39.2,5.0,Classical,Channa Mereya - Arijit Singh
Morning,7721,2.5,20.1,Chill,Channa Mereya - Arijit Singh
Evening,12210,29.6,25.5,Hip-Hop,Aadat - Jal Band
Afternoon,14889,8.3,2.8,Jazz,Shape of You - Ed Sheeran
Morning,6506,20.9,19.1,Pop,Channa Mereya - Arijit Singh
Afternoon,16517,26.9,0.3,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18435,11.8,13.5,Pop,Levitating - Dua Lipa
Night,2040,12.4,24.9,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,2291,22.2,27.9,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Morning,13801,9.1,18.9,Chill,Shape of You - Ed Sheeran
Morning,9713,28.5,0.5,Classical,Someone Like You - Adele
Evening,2958,17.3,10.9,Jazz,Someone Like You - Adele
Morning,12144,24.6,2.4,Rock,Blinding Lights - The Weeknd
Evening,1147,15.7,8.2,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,13566,3.5,23.3,Chill,Drivers License - Olivia Rodrigo
Afternoon,3033,15.4,24.6,Jazz,Shape of You - Ed Sheeran
Morning,18042,15.1,1.9,Classical,Shape of You - Ed Sheeran
Afternoon,16187,13.1,26.0,Jazz,Someone Like You - Adele
Afternoon,19590,27.3,7.7,Rock,Kesariya - Arijit Singh
Night,17665,30.1,0.3,Hip-Hop,Kesariya - Arijit Singh
Evening,1792,36.6,13.8,Rock,Levitating - Dua Lipa
Night,13183,20.7,21.3,Jazz,Channa Mereya - Arijit Singh
Night,11013,36.0,8.3,Hip-Hop,Channa Mereya - Arijit Singh
Evening,4748,34.1,11.2,Chill,Tera Ban Jaunga - Akhil Sachdeva
Evening,14410,22.7,13.8,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,6751,1.6,0.3,Classical,Drivers License - Olivia Rodrigo
Afternoon,8902,5.5,7.4,Rock,Shape of You - Ed Sheeran
Morning,7357,32.3,27.9,Chill,Drivers License - Olivia Rodrigo
Afternoon,7624,5.4,9.5,Hip-Hop,Channa Mereya - Arijit Singh
Evening,11056,0.2,15.3,Chill,Drivers License - Olivia Rodrigo
Morning,1617,4.3,1.6,Hip-Hop,Kesariya - Arijit Singh
Afternoon,8568,34.6,19.4,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Evening,14691,29.5,13.4,Chill,Tum Hi Ho - Arijit Singh
Morning,17465,25.2,16.3,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,12407,4.1,8.1,Jazz,Levitating - Dua Lipa
Afternoon,8417,19.0,18.2,Classical,Tum Hi Ho - Arijit Singh
Afternoon,14804,8.2,24.7,Rock,Someone Like You - Adele
Morning,3393,36.9,23.8,Rock,Shape of You - Ed Sheeran
Morning,7994,1.2,28.7,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,17210,30.0,6.8,Chill,Blinding Lights - The Weeknd
Morning,14005,29.2,18.7,Classical,Apna Bana Le - Arijit Singh
Night,9281,19.4,2.4,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18262,24.6,22.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,6431,31.1,3.2,Pop,Kesariya - Arijit Singh
Night,19259,35.4,27.4,Jazz,Levitating - Dua Lipa
Afternoon,16536,14.6,0.9,Hip-Hop,Aadat - Jal Band
Afternoon,6079,5.2,5.5,Hip-Hop,Levitating - Dua Lipa
Morning,1437,32.5,26.9,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,4757,19.4,16.6,Rock,Blinding Lights - The Weeknd
Evening,19474,9.1,20.3,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,19578,38.8,4.3,Chill,Channa Mereya - Arijit Singh
Afternoon,7767,19.8,5.1,Classical,Apna Bana Le - Arijit Singh
Night,8268,16.7,25.0,Jazz,Aadat - Jal Band
Evening,4307,22.5,3.2,Rock,Shape of You - Ed Sheeran
Night,10166,24.9,16.2,Chill,Shape of You - Ed Sheeran
Morning,4316,19.6,8.3,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,7707,38.3,12.2,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,9670,16.9,30.0,Hip-Hop,Tum Hi Ho - Arijit Singh
Evening,4230,20.7,12.1,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,4451,21.6,17.7,Classical,Tum Hi Ho - Arijit Singh
Afternoon,2988,36.0,8.5,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,16538,35.1,16.7,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,10775,24.3,1.4,Rock,Blinding Lights - The Weeknd
Afternoon,14696,30.2,24.2,Classical,Levitating - Dua Lipa
Afternoon,17248,32.3,0.6,Rock,Channa Mereya - Arijit Singh
Morning,1920,31.0,24.8,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,3550,28.4,2.8,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Evening,4152,16.7,1.1,Hip-Hop,Someone Like You - Adele
Night,18051,21.4,29.9,Rock,Someone Like You - Adele
Afternoon,6425,30.4,2.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,13269,12.4,17.0,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,12135,35.9,12.8,Chill,Tum Hi Ho - Arijit Singh
Afternoon,18153,25.8,29.1,Pop,Apna Bana Le - Arijit Singh
Afternoon,16188,12.6,0.8,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,17537,29.6,23.5,Hip-Hop,Channa Mereya - Arijit Singh
Evening,18173,29.2,0.6,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,8062,28.3,15.6,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,17140,19.6,12.0,Chill,Tajdar-e-Haram - Atif Aslam
Morning,19170,20.9,8.8,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,14777,39.6,7.3,Jazz,Channa Mereya - Arijit Singh
Night,19368,20.0,4.1,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,16723,11.5,29.4,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,4859,32.8,19.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,12501,2.3,19.0,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,14583,6.2,26.0,Classical,Tum Hi Ho - Arijit Singh
Afternoon,1355,8.9,24.7,Jazz,Drivers License - Olivia Rodrigo
Morning,11733,20.7,24.6,Classical,Kesariya - Arijit Singh
Afternoon,18890,28.0,7.3,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,2493,20.6,11.5,Classical,Apna Bana Le - Arijit Singh
Evening,12276,39.9,12.6,Rock,Shape of You - Ed Sheeran
Night,5251,37.1,5.7,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,15302,8.4,0.7,Chill,Tum Hi Ho - Arijit Singh
Morning,10866,30.8,12.5,Pop,Drivers License - Olivia Rodrigo
Afternoon,5843,26.3,2.4,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,18774,34.0,18.4,Rock,Levitating - Dua Lipa
